cell,scoring,shift,crps
loop_seattle_5min_speed--flowstate,physical,25,2.9534849953816735
loop_seattle_5min_speed--flowstate,physical,26,2.953573887999298
loop_seattle_5min_speed--flowstate,physical,27,2.953653007743815
loop_seattle_5min_speed--flowstate,physical,28,2.953738127413853
loop_seattle_5min_speed--flowstate,physical,29,2.953720759211626
loop_seattle_5min_speed--flowstate,physical,30,2.953738410540099
loop_seattle_5min_speed--flowstate,physical,31,2.9538440190838515
loop_seattle_5min_speed--flowstate,physical,32,2.95375798601635
loop_seattle_5min_speed--flowstate,physical,33,2.9536304558058384
loop_seattle_5min_speed--flowstate,physical,34,2.95362135006295
loop_seattle_5min_speed--flowstate,physical,35,2.953950699247994
loop_seattle_5min_speed--flowstate,physical,36,2.953596159982402
loop_seattle_5min_speed--flowstate,physical,37,2.9535944647188885
loop_seattle_5min_speed--flowstate,physical,38,2.953521721206943
loop_seattle_5min_speed--flowstate,physical,39,2.9534793133800967
loop_seattle_5min_speed--flowstate,physical,40,2.9534424880001833
loop_seattle_5min_speed--flowstate,physical,41,2.95340464469464
loop_seattle_5min_speed--flowstate,physical,42,2.953534795076757
loop_seattle_5min_speed--flowstate,physical,43,2.9537334758817058
loop_seattle_5min_speed--flowstate,physical,44,2.9536514277048838
loop_seattle_5min_speed--flowstate,physical,45,2.9536324819148443
loop_seattle_5min_speed--flowstate,physical,46,2.953518071255329
loop_seattle_5min_speed--flowstate,physical,47,2.953422443482873
solar_10min_power--chronos,normalized,0,0.0985886558362817
solar_10min_power--chronos,normalized,1,0.0985907567063238
solar_10min_power--chronos,normalized,2,0.09855902445353672
solar_10min_power--chronos,normalized,3,0.09855259161212046
solar_10min_power--chronos,normalized,4,0.098560550155729
solar_10min_power--chronos,normalized,5,0.09859969054056911
solar_10min_power--chronos,normalized,6,0.09863442421615977
solar_10min_power--chronos,normalized,7,0.09869015234826957
solar_10min_power--chronos,normalized,8,0.09877258466282698
solar_10min_power--chronos,normalized,9,0.0988059899538603
solar_10min_power--chronos,normalized,10,0.09885632162134317
solar_10min_power--chronos,normalized,11,0.09889386245033384
solar_10min_power--chronos,normalized,12,0.0988868455960312
solar_10min_power--chronos,normalized,13,0.0988902789814133
solar_10min_power--chronos,normalized,14,0.09889022371201553
solar_10min_power--chronos,normalized,15,0.09890940996697796
solar_10min_power--chronos,normalized,16,0.09891240213382053
solar_10min_power--chronos,normalized,17,0.09890518345672392
solar_10min_power--chronos,normalized,18,0.09890468364415723
solar_10min_power--chronos,normalized,19,0.09888366672057738
solar_10min_power--chronos,normalized,20,0.09890078364001924
solar_10min_power--chronos,normalized,21,0.09890398834691318
solar_10min_power--chronos,normalized,22,0.0989050542014783
solar_10min_power--chronos,normalized,23,0.09890529200337336
solar_10min_power--chronos,normalized,24,0.09890526207654965
solar_10min_power--chronos,normalized,25,0.09890501079471685
solar_10min_power--chronos,normalized,26,0.09890534295471182
solar_10min_power--chronos,normalized,27,0.09890542236467886
solar_10min_power--chronos,normalized,28,0.09890543246623776
solar_10min_power--chronos,normalized,29,0.09890540144938792
solar_10min_power--chronos,normalized,30,0.09890532364476837
solar_10min_power--chronos,normalized,31,0.09890534222190213
solar_10min_power--chronos,normalized,32,0.09890532535580232
solar_10min_power--chronos,normalized,33,0.0989053106291883
solar_10min_power--chronos,normalized,34,0.09890506513674775
solar_10min_power--chronos,normalized,35,0.0989054341740861
solar_10min_power--chronos,normalized,36,0.09890537711708637
solar_10min_power--chronos,normalized,37,0.09890524458530908
solar_10min_power--chronos,normalized,38,0.09890534639376654
solar_10min_power--chronos,normalized,39,0.09890515581587725
solar_10min_power--chronos,normalized,40,0.0989054089837932
solar_10min_power--chronos,normalized,41,0.09890546139038217
solar_10min_power--chronos,normalized,42,0.09890550366835822
solar_10min_power--chronos,normalized,43,0.09890550366835822
solar_10min_power--chronos,normalized,44,0.09890527678473074
solar_10min_power--chronos,normalized,45,0.09890455133877579
solar_10min_power--chronos,normalized,46,0.09890540156777172
solar_10min_power--chronos,normalized,47,0.09890434250511504
solar_10min_power--chronos,physical,0,0.6930088670168829
solar_10min_power--chronos,physical,1,0.6931995981193471
solar_10min_power--chronos,physical,2,0.6930554628604507
solar_10min_power--chronos,physical,3,0.6931271066222434
solar_10min_power--chronos,physical,4,0.6932532554165332
solar_10min_power--chronos,physical,5,0.69352118969267
solar_10min_power--chronos,physical,6,0.6937434260535326
solar_10min_power--chronos,physical,7,0.6941032573318328
solar_10min_power--chronos,physical,8,0.6947215874782151
solar_10min_power--chronos,physical,9,0.6949816927732152
solar_10min_power--chronos,physical,10,0.6953653081752401
solar_10min_power--chronos,physical,11,0.6956383740446913
solar_10min_power--chronos,physical,12,0.6955836626366995
solar_10min_power--chronos,physical,13,0.6955762508325861
solar_10min_power--chronos,physical,14,0.695565549545002
solar_10min_power--chronos,physical,15,0.6957322734654714
solar_10min_power--chronos,physical,16,0.6957774892466428
solar_10min_power--chronos,physical,17,0.6957367566028264
solar_10min_power--chronos,physical,18,0.6957327146775135
solar_10min_power--chronos,physical,19,0.6955566560976982
solar_10min_power--chronos,physical,20,0.69570101854859
solar_10min_power--chronos,physical,21,0.6957272377468059
solar_10min_power--chronos,physical,22,0.6957361084171304
solar_10min_power--chronos,physical,23,0.6957379330186438
solar_10min_power--chronos,physical,24,0.6957376468891083
solar_10min_power--chronos,physical,25,0.6957355583614275
solar_10min_power--chronos,physical,26,0.6957382674827394
solar_10min_power--chronos,physical,27,0.6957388186903055
solar_10min_power--chronos,physical,28,0.6957388391748752
solar_10min_power--chronos,physical,29,0.6957386398365677
solar_10min_power--chronos,physical,30,0.6957381088159139
solar_10min_power--chronos,physical,31,0.6957381706787538
solar_10min_power--chronos,physical,32,0.6957380554786159
solar_10min_power--chronos,physical,33,0.6957378452053327
solar_10min_power--chronos,physical,34,0.6957360082923295
solar_10min_power--chronos,physical,35,0.6957389169127358
solar_10min_power--chronos,physical,36,0.6957384822032545
solar_10min_power--chronos,physical,37,0.695737458786593
solar_10min_power--chronos,physical,38,0.6957382292435796
solar_10min_power--chronos,physical,39,0.6957366974739466
solar_10min_power--chronos,physical,40,0.6957385475385615
solar_10min_power--chronos,physical,41,0.6957391480259433
solar_10min_power--chronos,physical,42,0.6957396851117817
solar_10min_power--chronos,physical,43,0.6957396851117817
solar_10min_power--chronos,physical,44,0.695737531434161
solar_10min_power--chronos,physical,45,0.6957325446593458
solar_10min_power--chronos,physical,46,0.6957387403346328
solar_10min_power--chronos,physical,47,0.6957304266892557
solar_10min_power--flowstate,normalized,0,0.09370178142118503
solar_10min_power--flowstate,normalized,1,0.09370096692421186
solar_10min_power--flowstate,normalized,2,0.09367505981693998
solar_10min_power--flowstate,normalized,3,0.09367941027079477
solar_10min_power--flowstate,normalized,4,0.09367904270744382
solar_10min_power--flowstate,normalized,5,0.09367497656210799
solar_10min_power--flowstate,normalized,6,0.09367884971452647
solar_10min_power--flowstate,normalized,7,0.0936435899179754
solar_10min_power--flowstate,normalized,8,0.09362294413767917
solar_10min_power--flowstate,normalized,9,0.09362567215367215
solar_10min_power--flowstate,normalized,10,0.09377885932877988
solar_10min_power--flowstate,normalized,11,0.09378851555056796
solar_10min_power--flowstate,normalized,12,0.09378867112097522
solar_10min_power--flowstate,normalized,13,0.09378753306058892
solar_10min_power--flowstate,normalized,14,0.09368132156555836
solar_10min_power--flowstate,normalized,15,0.09366310067549932
solar_10min_power--flowstate,normalized,16,0.09378389861054684
solar_10min_power--flowstate,normalized,17,0.09378757753111347
solar_10min_power--flowstate,normalized,18,0.09368363837305627
solar_10min_power--flowstate,normalized,19,0.0936787788799075
solar_10min_power--flowstate,normalized,20,0.09366510964294518
solar_10min_power--flowstate,normalized,21,0.09366839486025902
solar_10min_power--flowstate,normalized,22,0.09369857094984975
solar_10min_power--flowstate,normalized,23,0.0937324457850421
solar_10min_power--flowstate,normalized,24,0.09374905421140628
solar_10min_power--flowstate,normalized,25,0.0937304576731935
solar_10min_power--flowstate,normalized,26,0.09371469462478582
solar_10min_power--flowstate,normalized,27,0.09370879788726866
solar_10min_power--flowstate,normalized,28,0.09370823557153725
solar_10min_power--flowstate,normalized,29,0.09369103546314485
solar_10min_power--flowstate,normalized,30,0.09369984941767877
solar_10min_power--flowstate,normalized,31,0.09370321299290077
solar_10min_power--flowstate,normalized,32,0.09367544060523504
solar_10min_power--flowstate,normalized,33,0.09370260852085519
solar_10min_power--flowstate,normalized,34,0.09375646651952026
solar_10min_power--flowstate,normalized,35,0.09377441659904645
solar_10min_power--flowstate,normalized,36,0.09378816414355855
solar_10min_power--flowstate,normalized,37,0.09378852296295678
solar_10min_power--flowstate,normalized,38,0.09378479187715197
solar_10min_power--flowstate,normalized,39,0.09378101017189458
solar_10min_power--flowstate,normalized,40,0.0937879256733126
solar_10min_power--flowstate,normalized,41,0.09378624205363423
solar_10min_power--flowstate,normalized,42,0.09378799086174357
solar_10min_power--flowstate,normalized,43,0.0937886911653634
solar_10min_power--flowstate,normalized,44,0.09378103765646452
solar_10min_power--flowstate,normalized,45,0.09378247036386257
solar_10min_power--flowstate,normalized,46,0.09378427502083699
solar_10min_power--flowstate,normalized,47,0.0937848134681214
solar_10min_power--flowstate,physical,0,0.6677759407649884
solar_10min_power--flowstate,physical,1,0.6677167209062859
solar_10min_power--flowstate,physical,2,0.667346903792223
solar_10min_power--flowstate,physical,3,0.6674896880720999
solar_10min_power--flowstate,physical,4,0.6675346289929289
solar_10min_power--flowstate,physical,5,0.6674222482976607
solar_10min_power--flowstate,physical,6,0.6675133393906485
solar_10min_power--flowstate,physical,7,0.666859321290569
solar_10min_power--flowstate,physical,8,0.666453407486349
solar_10min_power--flowstate,physical,9,0.6663830573689249
solar_10min_power--flowstate,physical,10,0.6690232805925506
solar_10min_power--flowstate,physical,11,0.6691497130326722
solar_10min_power--flowstate,physical,12,0.6691491371767492
solar_10min_power--flowstate,physical,13,0.6691379378466034
solar_10min_power--flowstate,physical,14,0.6667658154237169
solar_10min_power--flowstate,physical,15,0.6660398213450215
solar_10min_power--flowstate,physical,16,0.6690922495562915
solar_10min_power--flowstate,physical,17,0.669138852569838
solar_10min_power--flowstate,physical,18,0.666454624066372
solar_10min_power--flowstate,physical,19,0.6662030045296667
solar_10min_power--flowstate,physical,20,0.6660023681411378
solar_10min_power--flowstate,physical,21,0.6662993755750689
solar_10min_power--flowstate,physical,22,0.6661949193797967
solar_10min_power--flowstate,physical,23,0.6664011914254394
solar_10min_power--flowstate,physical,24,0.6664903655493796
solar_10min_power--flowstate,physical,25,0.6663829796051837
solar_10min_power--flowstate,physical,26,0.6662526246353736
solar_10min_power--flowstate,physical,27,0.6665250749502649
solar_10min_power--flowstate,physical,28,0.6667763005407211
solar_10min_power--flowstate,physical,29,0.6668201395686283
solar_10min_power--flowstate,physical,30,0.6668020288610932
solar_10min_power--flowstate,physical,31,0.6667365777565046
solar_10min_power--flowstate,physical,32,0.66659434909001
solar_10min_power--flowstate,physical,33,0.667655653762011
solar_10min_power--flowstate,physical,34,0.6686535198300183
solar_10min_power--flowstate,physical,35,0.6689511501710278
solar_10min_power--flowstate,physical,36,0.6691469903639007
solar_10min_power--flowstate,physical,37,0.6691507548136286
solar_10min_power--flowstate,physical,38,0.6691070356033859
solar_10min_power--flowstate,physical,39,0.6690435555942081
solar_10min_power--flowstate,physical,40,0.6691433606439036
solar_10min_power--flowstate,physical,41,0.6691228154512852
solar_10min_power--flowstate,physical,42,0.669145933624051
solar_10min_power--flowstate,physical,43,0.6691559508759117
solar_10min_power--flowstate,physical,44,0.6690161429038665
solar_10min_power--flowstate,physical,45,0.668928556366144
solar_10min_power--flowstate,physical,46,0.6689435163112523
solar_10min_power--flowstate,physical,47,0.6689729743200231
