cell,group,metric,geometry,time,gain_percent
jena_weather_10min_temperature--chronos,low,physical_crps,0.29114894319810564,0.29054114673924303,-0.20919462378528042
jena_weather_10min_temperature--flowstate,low,physical_crps,0.24545239442738326,0.24544531294756933,-0.002885155853604715
loop_seattle_5min_speed--chronos,low,physical_crps,2.702073764168551,2.702629185719843,0.020551156415637983
loop_seattle_5min_speed--flowstate,low,physical_crps,2.486633074645506,2.4867045321585937,0.002873582774454153
solar_10min_power--chronos,low,physical_crps,0.5069959494115149,0.5073760397762794,0.07491295113819518
solar_10min_power--flowstate,low,physical_crps,0.15283927655977703,0.15283922373945996,-3.455939894259075e-05
electricity_15min_load--chronos,low,bounded_is90,1.0308537505041493,1.02405824961878,-0.6635853856847396
electricity_15min_load--flowstate,low,bounded_is90,1.1424776739112046,1.144130262695766,0.14444061471353686
ett1_15min_ot--chronos,low,bounded_is90,1.4685124458515204,1.4733552874180003,0.3286947559652642
ett1_15min_ot--flowstate,low,bounded_is90,1.4178093558273273,1.4147585245042968,-0.21564325432139597
ett2_15min_ot--chronos,low,bounded_is90,1.386757127040239,1.3888600715363948,0.1514151453594237
ett2_15min_ot--flowstate,low,bounded_is90,1.0258189099184514,1.0266217036387144,0.078197618209086
jena_weather_10min_temperature--chronos,low,bounded_is90,0.847124565012056,0.8471819221795123,0.00677034836964463
jena_weather_10min_temperature--flowstate,low,bounded_is90,0.6581624465711244,0.6583053031061055,0.02170065079333261
loop_seattle_5min_speed--chronos,low,bounded_is90,3.802589701780557,3.80244686967341,-0.003756320917625011
loop_seattle_5min_speed--flowstate,low,bounded_is90,3.0709021947442685,3.067567198810952,-0.10871794217284236
solar_10min_power--chronos,low,bounded_is90,0.9349794749140798,0.9363617267705715,0.14761943135576105
solar_10min_power--flowstate,low,bounded_is90,0.2619275579643109,0.2619273850435619,-6.601858335564259e-05
